,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,On_Road_Price
1634,MARUTIALTO K10,MARUTI,Gurgaon,2019,38921,1,Petrol,507000,379699
1635,FORDECOSPORT,FORD,Gurgaon,2018,74204,1,Diesel,715000,716199
1636,HYUNDAIELITE I20,HYUNDAI,New Delhi,2017,18273,1,Petrol,370000,700499
1637,MARUTIS CROSS,MARUTI,Gurgaon,2019,50363,1,Diesel,315000,990199
1638,HYUNDAIGRAND I10 NIOS,HYUNDAI,Gurgaon,2019,32873,1,Petrol,715000,694899
1639,MARUTIBALENO,MARUTI,New Delhi,2020,30874,1,Petrol,507000,683499
1640,MARUTIBALENO,MARUTI,Gurgaon,2017,57684,1,Petrol,507000,535599
1641,MARUTIALTO 800,MARUTI,Gurgaon,2019,36272,1,Petrol,507000,341599
1642,MARUTIS PRESSO,MARUTI,New Delhi,2020,48914,1,Petrol,507000,401399
1643,MARUTIBALENO,MARUTI,Ghaziabad,2020,38037,1,Petrol,507000,682019
1644,MARUTIIGNIS,MARUTI,Noida,2017,28410,1,Petrol,169000,535799
1645,MARUTISWIFT,MARUTI,Gurgaon,2014,98438,1,Petrol,102000,375699
1646,HYUNDAIELITE I20,HYUNDAI,Gurgaon,2016,78542,1,Petrol,102000,537999
1647,MARUTIBALENO,MARUTI,New Delhi,2016,56720,2,Petrol,181000,539099
1648,TATANEXON,TATA,Gurgaon,2018,75679,1,Diesel,507000,694499
1649,HYUNDAICRETA,HYUNDAI,Noida,2017,62321,1,Diesel,507000,1044949
1650,MARUTIVITARA BREZZA,MARUTI,Gurgaon,2018,16165,2,Diesel,370000,922299
1651,MARUTIALTO 800,MARUTI,Gurgaon,2017,21719,1,Petrol,169000,305199
1652,FORDECOSPORT,FORD,New Delhi,2018,56027,1,Diesel,315000,712799
1653,HYUNDAIGRAND I10 NIOS,HYUNDAI,Gurgaon,2019,40611,1,Petrol,507000,612599
1654,MARUTIIGNIS,MARUTI,Gurgaon,2018,54413,2,Petrol,507000,487199
1655,MARUTIBALENO,MARUTI,Ghaziabad,2017,83190,1,Diesel,507000,549899
1656,MARUTIVITARA BREZZA,MARUTI,Gurgaon,2018,79514,1,Diesel,715000,721299
1657,FORDECOSPORT,FORD,New Delhi,2018,71854,1,Diesel,715000,749899
1658,TATAHEXA,TATA,Gurgaon,2017,95384,1,Diesel,715000,1050399
1659,RENAULTDUSTER,RENAULT,Gurgaon,2017,96138,1,Diesel,507000,608399
1660,MARUTIVITARA BREZZA,MARUTI,New Delhi,2018,40479,2,Diesel,315000,779699
1661,MARUTISWIFT,MARUTI,Gurgaon,2017,14307,1,Petrol,370000,552599
1662,MARUTIS PRESSO,MARUTI,Gurgaon,2021,41088,1,Petrol + CNG,715000,499499
1663,MARUTIALTO K10,MARUTI,Gurgaon,2018,68078,1,Petrol,507000,345299
1664,FORDECOSPORT,FORD,Ghaziabad,2018,54856,1,Diesel,315000,638299
1665,MARUTIALTO,MARUTI,Gurgaon,2021,26773,1,Petrol + CNG,507000,462199
1666,RENAULTDUSTER,RENAULT,Gurgaon,2015,65738,1,Diesel,181000,456599
1667,MARUTIIGNIS,MARUTI,New Delhi,2017,57597,1,Petrol,507000,531499
1668,FORDECOSPORT,FORD,New Delhi,2018,18459,1,Diesel,169000,797299
1669,MARUTISWIFT,MARUTI,New Delhi,2017,85626,1,Diesel,507000,425699
1670,FORDECOSPORT,FORD,Gurgaon,2015,100297,2,Diesel,507000,448299
1671,RENAULTDUSTER,RENAULT,Noida,2017,89537,2,Diesel,507000,685799
1672,MARUTIALTO K10,MARUTI,Gurgaon,2017,56783,1,Petrol,507000,353399
1673,MARUTIIGNIS,MARUTI,Gurgaon,2017,95636,1,Petrol,507000,459499
1674,MARUTIBALENO,MARUTI,Gurgaon,2016,50441,2,Petrol,181000,531499
1675,FORDECOSPORT,FORD,New Delhi,2017,26892,1,Diesel,169000,707499
1676,MARUTIVITARA BREZZA,MARUTI,Gurgaon,2017,75758,2,Diesel,715000,645099
1677,MARUTIBALENO,MARUTI,Gurgaon,2018,54563,1,Petrol,507000,612999
1678,MARUTIS CROSS,MARUTI,Gurgaon,2017,37773,1,Diesel,169000,695999
1679,MARUTIVITARA BREZZA,MARUTI,Gurgaon,2016,90492,1,Diesel,918000,616599
1680,MARUTIVITARA BREZZA,MARUTI,Gurgaon,2017,90969,1,Diesel,715000,671799
1681,MARUTIVITARA BREZZA,MARUTI,New Delhi,2016,101529,1,Diesel,918000,560399
1682,FORDECOSPORT,FORD,New Delhi,2019,27076,1,Diesel,474000,813199
1683,HYUNDAIAURA,HYUNDAI,Noida,2021,1125,1,Petrol,367000,636299
1684,HYUNDAIGRAND I10,HYUNDAI,Noida,2018,6875,2,Petrol,169000,521399
1685,MARUTISWIFT DZIRE,MARUTI,New Delhi,2009,26495,2,Petrol,72000,214199
1686,MARUTISWIFT,MARUTI,Noida,2020,11067,1,Petrol,367000,565199
1687,DATSUNREDI GO,DATSUN,Gurgaon,2018,15968,1,Petrol,169000,234499
1688,MARUTISWIFT,MARUTI,New Delhi,2020,3152,1,Petrol,367000,657599
1689,MARUTIWAGON R 1.0,MARUTI,New Delhi,2012,48121,1,Petrol + CNG,140000,277999
1690,MARUTISWIFT,MARUTI,New Delhi,2020,38382,1,Petrol,507000,519099
1691,MARUTIBALENO,MARUTI,Gurgaon,2020,10914,1,Petrol,849000,559599
1692,MARUTISWIFT,MARUTI,New Delhi,2020,12183,1,Petrol,367000,582999
1693,TATAALTROZ,TATA,New Delhi,2021,9936,1,Petrol,474000,704299
1694,MARUTISWIFT,MARUTI,New Delhi,2020,36307,1,Petrol + CNG,507000,582399
1695,MARUTIALTO 800,MARUTI,Ghaziabad,2016,22179,1,Petrol,140000,285499
1696,MARUTIWAGON R 1.0,MARUTI,New Delhi,2011,55096,1,Petrol,507000,233699
1697,RENAULTKWID,RENAULT,New Delhi,2018,59920,1,Petrol,507000,291199
1698,HYUNDAIAURA,HYUNDAI,New Delhi,2020,81681,1,Petrol + CNG,507000,593199
1699,HYUNDAIEON,HYUNDAI,New Delhi,2015,24642,1,Petrol,140000,285299
1700,RENAULTKIGER,RENAULT,New Delhi,2022,3271,1,Petrol,367000,831199
1701,RENAULTKIGER,RENAULT,Gurgaon,2021,24199,1,Petrol + CNG,507000,588499
1702,TATATIAGO,TATA,New Delhi,2020,2732,1,Petrol,367000,520499
1703,TATAALTROZ,TATA,New Delhi,2021,13747,1,Petrol,715000,694299
1704,MARUTIBALENO,MARUTI,New Delhi,2021,20843,1,Petrol,507000,597599
1705,MARUTIRITZ,MARUTI,New Delhi,2011,61176,1,Petrol,72000,204699
1706,MARUTISWIFT DZIRE,MARUTI,New Delhi,2016,13211,2,Petrol,181000,415999
1707,MARUTISWIFT,MARUTI,Gurgaon,2019,75889,1,Petrol + CNG,507000,499099
1708,HYUNDAINEW SANTRO,HYUNDAI,Gurgaon,2022,2510,1,Petrol + CNG,367000,668099
1709,MARUTIALTO K10,MARUTI,New Delhi,2011,86391,1,Petrol,72000,185799
1710,MARUTIALTO,MARUTI,New Delhi,2010,70516,2,Petrol,72000,135099
1711,MARUTIWAGON R 1.0,MARUTI,Gurgaon,2016,34596,1,Petrol,181000,336599
1712,HYUNDAIEON,HYUNDAI,New Delhi,2015,27157,1,Petrol,140000,253799
1713,MAHINDRAXUV500,MAHINDRA,Ghaziabad,2018,60491,1,Diesel,715000,1075999
1714,MARUTIDZIRE,MARUTI,New Delhi,2019,12490,1,Petrol,367000,600799
1715,HONDAAMAZE,HONDA,Noida,2022,7859,1,Petrol,367000,751949
1716,HYUNDAII10,HYUNDAI,Ghaziabad,2010,49882,1,Petrol,72000,190999
1717,MARUTIWAGON R 1.0,MARUTI,New Delhi,2010,67081,2,Petrol,72000,186199
1718,MARUTIVITARA BREZZA,MARUTI,New Delhi,2022,8195,1,Petrol,474000,870199
1719,HYUNDAIVERNA,HYUNDAI,Gurgaon,2017,61747,2,Petrol,507000,683499
1720,RENAULTKWID,RENAULT,Gurgaon,2019,1122,1,Petrol,367000,382499
1721,HYUNDAIAURA,HYUNDAI,New Delhi,2021,19104,1,Petrol + CNG,507000,798899
1722,MAHINDRASCORPIO,MAHINDRA,Gurgaon,2017,52999,1,Diesel,715000,950499
1723,MARUTISWIFT DZIRE,MARUTI,New Delhi,2013,26065,1,Petrol,181000,376599
1724,HYUNDAIVERNA,HYUNDAI,Noida,2019,59078,1,Diesel,507000,1023399
1725,HYUNDAICRETA,HYUNDAI,New Delhi,2020,18327,1,Petrol,367000,1361399
1726,MARUTIDZIRE,MARUTI,New Delhi,2020,35268,1,Petrol,507000,616399
1727,RENAULTKWID,RENAULT,Gurgaon,2019,70457,1,Petrol,507000,310199
1728,MARUTIALTO 800,MARUTI,New Delhi,2019,11091,1,Petrol,367000,296299
1729,MARUTIALTO 800,MARUTI,Noida,2015,54533,1,Petrol,140000,245699
1730,MARUTIALTO 800,MARUTI,Ghaziabad,2017,11777,2,Petrol,468000,283199
1731,HONDACITY,HONDA,Noida,2010,50350,1,Petrol,507000,332199
1732,HONDAAMAZE,HONDA,Gurgaon,2018,29441,1,Petrol,169000,587199
1733,RENAULTKWID,RENAULT,Gurgaon,2018,65675,2,Petrol,507000,296499
1734,MARUTICELERIO,MARUTI,Noida,2021,9278,1,Petrol,367000,583699
1735,HYUNDAII20,HYUNDAI,Gurgaon,2014,49540,1,Petrol,181000,413249
1736,TATATIAGO,TATA,New Delhi,2019,7831,1,Petrol,367000,520699
1737,MARUTIALTO K10,MARUTI,Ghaziabad,2012,86746,2,Petrol,140000,187499
1738,MAHINDRAXUV500,MAHINDRA,Noida,2021,21875,1,Diesel,715000,1630299
1739,MARUTICELERIO,MARUTI,New Delhi,2018,11190,1,Petrol,169000,446899
1740,RENAULTKWID,RENAULT,New Delhi,2018,35949,1,Petrol,169000,320499
1741,MARUTIWAGON R 1.0,MARUTI,New Delhi,2015,32679,1,Petrol,140000,357199
1742,MARUTISWIFT DZIRE,MARUTI,New Delhi,2014,58920,1,Petrol,181000,387599
1743,MARUTIEECO,MARUTI,New Delhi,2019,22008,1,Petrol,367000,441499
1744,MARUTISWIFT DZIRE,MARUTI,New Delhi,2016,38655,1,Petrol,181000,513899
1745,HYUNDAIVENUE,HYUNDAI,Gurgaon,2020,30227,2,Petrol,715000,844599
1746,MARUTIALTO,MARUTI,Gurgaon,2019,18474,1,Petrol,474000,342599
1747,MARUTIALTO 800,MARUTI,New Delhi,2016,32272,1,Petrol + CNG,181000,327999
1748,MARUTIERTIGA,MARUTI,Noida,2019,55939,1,Petrol,507000,944699
1749,MARUTISWIFT,MARUTI,New Delhi,2016,23487,1,Petrol,181000,408199
1750,RENAULTTRIBER,RENAULT,New Delhi,2019,12365,1,Petrol,367000,509099
1751,KIASELTOS,KIA,Noida,2021,29792,1,Diesel,715000,1037299
1752,RENAULTKWID,RENAULT,Ghaziabad,2018,15076,1,Petrol,169000,368899
1753,MARUTISWIFT,MARUTI,Ghaziabad,2018,49987,1,Petrol + CNG,507000,687299
1754,HYUNDAII10,HYUNDAI,Gurgaon,2011,37493,2,Petrol,72000,229099
1755,MARUTISWIFT DZIRE,MARUTI,Gurgaon,2015,57965,1,Petrol,181000,451799
1756,MARUTIBALENO,MARUTI,Gurgaon,2016,57529,2,Petrol,181000,434299
1757,MARUTIDZIRE,MARUTI,Noida,2019,70982,1,Petrol,507000,608899
1758,MAHINDRAXUV500,MAHINDRA,Noida,2019,84264,2,Diesel,507000,951999
1759,MARUTINEW  WAGON-R,MARUTI,New Delhi,2020,29869,1,Petrol + CNG,715000,568599
1760,MARUTINEW  WAGON-R,MARUTI,Ghaziabad,2020,32337,1,Petrol + CNG,507000,567449
1761,MAHINDRAXUV500,MAHINDRA,Gurgaon,2020,29839,1,Diesel,367000,1352099
1762,MAHINDRASCORPIO,MAHINDRA,Noida,2020,52034,1,Diesel,715000,1546899
1763,MARUTIDZIRE,MARUTI,Noida,2019,17257,1,Petrol,367000,687599
1764,HYUNDAICRETA,HYUNDAI,Gurgaon,2019,32629,1,Petrol,715000,1239099
1765,TOYOTACOROLLA ALTIS,TOYOTA,Gurgaon,2014,89401,1,Petrol,102000,877699
1766,TATATIAGO,TATA,Noida,2022,7537,1,Petrol + CNG,367000,724799
1767,MAHINDRASCORPIO,MAHINDRA,New Delhi,2018,57534,1,Diesel,315000,942899
1768,HYUNDAICRETA,HYUNDAI,New Delhi,2021,34475,1,Diesel,715000,1275499
1769,HYUNDAIGRAND I10 NIOS,HYUNDAI,Noida,2020,16489,1,Petrol,367000,650899
1770,MARUTICELERIO,MARUTI,New Delhi,2018,44573,1,Petrol + CNG,507000,459299
1771,HYUNDAIELITE I20,HYUNDAI,New Delhi,2015,85812,1,Petrol,102000,493599
1772,MARUTINEW  WAGON-R,MARUTI,New Delhi,2019,84696,2,Petrol + CNG,715000,502199
1773,MARUTIDZIRE,MARUTI,New Delhi,2018,64467,1,Diesel,507000,600349
1774,MARUTISWIFT,MARUTI,New Delhi,2015,62969,1,Petrol,181000,393299
1775,MARUTIBALENO,MARUTI,Gurgaon,2017,64182,2,Petrol,507000,551299
1776,MARUTIALTO K10,MARUTI,Gurgaon,2016,91467,1,Petrol + CNG,468000,333399
1777,MARUTIBALENO,MARUTI,Gurgaon,2018,56483,1,Petrol,507000,538399
1778,TATAHARRIER,TATA,Noida,2020,33760,1,Diesel,507000,1279199
1779,HYUNDAIVERNA,HYUNDAI,Gurgaon,2020,24480,1,Diesel,507000,1036999
1780,FORDECOSPORT,FORD,Gurgaon,2013,33840,2,Diesel,181000,376099
1781,HYUNDAICRETA,HYUNDAI,Noida,2018,57880,2,Diesel,507000,1010999
1782,MARUTIVITARA BREZZA,MARUTI,New Delhi,2017,51422,2,Diesel,507000,634299
1783,VOLKSWAGENAMEO,VOLKSWAGEN,Noida,2017,41739,1,Diesel,169000,597099
1784,MAHINDRASCORPIO,MAHINDRA,New Delhi,2016,43912,1,Diesel,181000,990599
1785,FORDECOSPORT,FORD,New Delhi,2019,51884,2,Diesel,715000,743199
1786,MAHINDRASCORPIO,MAHINDRA,Noida,2017,42995,2,Diesel,169000,1063099
1787,MARUTISWIFT,MARUTI,Gurgaon,2017,51607,2,Diesel,507000,510499
1788,FORDECOSPORT,FORD,New Delhi,2015,78133,1,Diesel,7402,440999
1789,MARUTISWIFT,MARUTI,Gurgaon,2014,87888,1,Diesel,102000,371499
1790,HONDACITY,HONDA,New Delhi,2018,23512,2,Petrol,169000,924099
